sgRNA	gene
HGLibA_24266	hsa-mir-210
HGLibA_24267	hsa-mir-210
HGLibA_24268	hsa-mir-210
HGLibA_24269	hsa-mir-211
HGLibA_24270	hsa-mir-211
HGLibA_24271	hsa-mir-211
HGLibA_24272	hsa-mir-211
HGLibA_24273	hsa-mir-2110
HGLibA_24274	hsa-mir-2110
HGLibA_24275	hsa-mir-2110
HGLibA_24276	hsa-mir-2110
HGLibA_24277	hsa-mir-2113
HGLibA_24278	hsa-mir-2113
HGLibA_24279	hsa-mir-2113
HGLibA_24280	hsa-mir-2113
HGLibA_24281	hsa-mir-2114
HGLibA_24282	hsa-mir-2114
HGLibA_24283	hsa-mir-2114
HGLibA_24284	hsa-mir-2114
HGLibA_24285	hsa-mir-2115
HGLibA_24286	hsa-mir-2115
HGLibA_24287	hsa-mir-2115
HGLibA_24288	hsa-mir-2115
HGLibA_24289	hsa-mir-2116
HGLibA_24290	hsa-mir-2116
HGLibA_24291	hsa-mir-2116
HGLibA_24292	hsa-mir-2116
HGLibA_24293	hsa-mir-2117
HGLibA_24294	hsa-mir-2117
HGLibA_24295	hsa-mir-2117
HGLibA_24296	hsa-mir-2117
HGLibA_24297	hsa-mir-212
HGLibA_24298	hsa-mir-212
HGLibA_24299	hsa-mir-212
HGLibA_24300	hsa-mir-212
HGLibA_24301	hsa-mir-214
HGLibA_24302	hsa-mir-214
HGLibA_24303	hsa-mir-214
HGLibA_24304	hsa-mir-214
HGLibA_24305	hsa-mir-215
HGLibA_24306	hsa-mir-215
HGLibA_24307	hsa-mir-215
HGLibA_24308	hsa-mir-215
HGLibA_24309	hsa-mir-216a
HGLibA_24310	hsa-mir-216a
HGLibA_24311	hsa-mir-216a
HGLibA_24312	hsa-mir-216a
HGLibA_24313	hsa-mir-216b
HGLibA_24314	hsa-mir-216b
HGLibA_24315	hsa-mir-216b
HGLibA_24316	hsa-mir-216b
HGLibA_24317	hsa-mir-217
HGLibA_24318	hsa-mir-217
HGLibA_24319	hsa-mir-217
HGLibA_24320	hsa-mir-217
HGLibA_24321	hsa-mir-218-1
HGLibA_24322	hsa-mir-218-1
HGLibA_24323	hsa-mir-218-1
HGLibA_24324	hsa-mir-218-1
HGLibA_24325	hsa-mir-218-2
HGLibA_24326	hsa-mir-218-2
HGLibA_24327	hsa-mir-218-2
HGLibA_24328	hsa-mir-218-2
HGLibA_24329	hsa-mir-219a-1
HGLibA_24330	hsa-mir-219a-1
HGLibA_24331	hsa-mir-219a-1
HGLibA_24332	hsa-mir-219a-1
HGLibA_24333	hsa-mir-219a-2
HGLibA_24334	hsa-mir-219a-2
HGLibA_24335	hsa-mir-219a-2
HGLibA_24336	hsa-mir-219a-2
HGLibA_24337	hsa-mir-219b
HGLibA_24338	hsa-mir-219b
HGLibA_24339	hsa-mir-219b
HGLibA_24340	hsa-mir-219b
HGLibA_24341	hsa-mir-22
HGLibA_24342	hsa-mir-22
HGLibA_24343	hsa-mir-22
HGLibA_24344	hsa-mir-22
HGLibA_24345	hsa-mir-221
HGLibA_24346	hsa-mir-221
HGLibA_24347	hsa-mir-221
HGLibA_24348	hsa-mir-221
HGLibA_24349	hsa-mir-222
HGLibA_24350	hsa-mir-222
HGLibA_24351	hsa-mir-222
HGLibA_24352	hsa-mir-222
HGLibA_24353	hsa-mir-223
HGLibA_24354	hsa-mir-223
HGLibA_24355	hsa-mir-223
HGLibA_24356	hsa-mir-223
HGLibA_24357	hsa-mir-224
HGLibA_24358	hsa-mir-224
HGLibA_24359	hsa-mir-224
HGLibA_24360	hsa-mir-224
HGLibA_24361	hsa-mir-2276
HGLibA_24362	hsa-mir-2276
HGLibA_24363	hsa-mir-2276
HGLibA_24364	hsa-mir-2276
HGLibA_24365	hsa-mir-2277
HGLibA_24366	hsa-mir-2277
HGLibA_24367	hsa-mir-2277
HGLibA_24368	hsa-mir-2277
HGLibA_24369	hsa-mir-2278
HGLibA_24370	hsa-mir-2278
HGLibA_24371	hsa-mir-2278
HGLibA_24372	hsa-mir-2278
HGLibA_24373	hsa-mir-2355
HGLibA_24374	hsa-mir-2355
HGLibA_24375	hsa-mir-2355
HGLibA_24376	hsa-mir-2355
HGLibA_24377	hsa-mir-2392
HGLibA_24378	hsa-mir-2392
HGLibA_24379	hsa-mir-2392
HGLibA_24380	hsa-mir-2392
HGLibA_24381	hsa-mir-23a
HGLibA_24382	hsa-mir-23a
HGLibA_24383	hsa-mir-23a
HGLibA_24384	hsa-mir-23a
HGLibA_24385	hsa-mir-23b
HGLibA_24386	hsa-mir-23b
HGLibA_24387	hsa-mir-23b
HGLibA_24388	hsa-mir-23b
HGLibA_24389	hsa-mir-23c
HGLibA_24390	hsa-mir-23c
HGLibA_24391	hsa-mir-23c
HGLibA_24392	hsa-mir-23c
HGLibA_24393	hsa-mir-24-1
HGLibA_24394	hsa-mir-24-1
HGLibA_24395	hsa-mir-24-1
HGLibA_24396	hsa-mir-24-1
HGLibA_24397	hsa-mir-24-2
HGLibA_24398	hsa-mir-24-2
HGLibA_24399	hsa-mir-24-2
HGLibA_24400	hsa-mir-24-2
HGLibA_24401	hsa-mir-2467
HGLibA_24402	hsa-mir-2467
HGLibA_24403	hsa-mir-2467
HGLibA_24404	hsa-mir-2467
HGLibA_24405	hsa-mir-25
HGLibA_24406	hsa-mir-25
HGLibA_24407	hsa-mir-25
HGLibA_24408	hsa-mir-25
HGLibA_24409	hsa-mir-2681
HGLibA_24410	hsa-mir-2681
HGLibA_24411	hsa-mir-2681
HGLibA_24412	hsa-mir-2681
HGLibA_24413	hsa-mir-2682
HGLibA_24414	hsa-mir-2682
HGLibA_24415	hsa-mir-2682
HGLibA_24416	hsa-mir-2682
HGLibA_24417	hsa-mir-26a-1
HGLibA_24418	hsa-mir-26a-1
HGLibA_24419	hsa-mir-26a-1
HGLibA_24420	hsa-mir-26a-1
HGLibA_24421	hsa-mir-26a-2
HGLibA_24422	hsa-mir-26a-2
HGLibA_24423	hsa-mir-26a-2
HGLibA_24424	hsa-mir-26a-2
HGLibA_24425	hsa-mir-26b
HGLibA_24426	hsa-mir-26b
HGLibA_24427	hsa-mir-26b
HGLibA_24428	hsa-mir-26b
HGLibA_24429	hsa-mir-27a
HGLibA_24430	hsa-mir-27a
HGLibA_24431	hsa-mir-27a
HGLibA_24432	hsa-mir-27a
HGLibA_24433	hsa-mir-27b
HGLibA_24434	hsa-mir-27b
HGLibA_24435	hsa-mir-27b
HGLibA_24436	hsa-mir-27b
HGLibA_24437	hsa-mir-28
HGLibA_24438	hsa-mir-28
HGLibA_24439	hsa-mir-28
HGLibA_24440	hsa-mir-28
HGLibA_24441	hsa-mir-2861
HGLibA_24442	hsa-mir-2861
HGLibA_24443	hsa-mir-2861
HGLibA_24444	hsa-mir-2861
HGLibA_24445	hsa-mir-2909
HGLibA_24446	hsa-mir-2909
HGLibA_24447	hsa-mir-2909
HGLibA_24448	hsa-mir-2909
HGLibA_24449	hsa-mir-296
HGLibA_24450	hsa-mir-296
HGLibA_24451	hsa-mir-296
HGLibA_24452	hsa-mir-296
HGLibA_24453	hsa-mir-297
HGLibA_24454	hsa-mir-298
HGLibA_24455	hsa-mir-298
HGLibA_24456	hsa-mir-298
HGLibA_24457	hsa-mir-298
HGLibA_24458	hsa-mir-299
HGLibA_24459	hsa-mir-299
HGLibA_24460	hsa-mir-299
HGLibA_24461	hsa-mir-299
HGLibA_24462	hsa-mir-29a
HGLibA_24463	hsa-mir-29a
HGLibA_24464	hsa-mir-29a
HGLibA_24465	hsa-mir-29a
HGLibA_24466	hsa-mir-29b-1
HGLibA_24467	hsa-mir-29b-1
HGLibA_24468	hsa-mir-29b-1
HGLibA_24469	hsa-mir-29b-1
HGLibA_24470	hsa-mir-29b-2
HGLibA_24471	hsa-mir-29b-2
HGLibA_24472	hsa-mir-29b-2
HGLibA_24473	hsa-mir-29b-2
HGLibA_24474	hsa-mir-29c
HGLibA_24475	hsa-mir-29c
HGLibA_24476	hsa-mir-29c
HGLibA_24477	hsa-mir-29c
HGLibA_24478	hsa-mir-300
HGLibA_24479	hsa-mir-300
HGLibA_24480	hsa-mir-300
HGLibA_24481	hsa-mir-300
HGLibA_24482	hsa-mir-301a
HGLibA_24483	hsa-mir-301a
HGLibA_24484	hsa-mir-301a
HGLibA_24485	hsa-mir-301b
HGLibA_24486	hsa-mir-301b
HGLibA_24487	hsa-mir-301b
HGLibA_24488	hsa-mir-301b
HGLibA_24489	hsa-mir-302a
HGLibA_24490	hsa-mir-302a
HGLibA_24491	hsa-mir-302a
HGLibA_24492	hsa-mir-302a
HGLibA_24493	hsa-mir-302b
HGLibA_24494	hsa-mir-302b
HGLibA_24495	hsa-mir-302b
HGLibA_24496	hsa-mir-302b
HGLibA_24497	hsa-mir-302c
HGLibA_24498	hsa-mir-302c
HGLibA_24499	hsa-mir-302c
HGLibA_24500	hsa-mir-302c
HGLibA_24501	hsa-mir-302d
HGLibA_24502	hsa-mir-302d
HGLibA_24503	hsa-mir-302d
HGLibA_24504	hsa-mir-302d
HGLibA_24505	hsa-mir-302e
HGLibA_24506	hsa-mir-302e
HGLibA_24507	hsa-mir-302e
HGLibA_24508	hsa-mir-302e
HGLibA_24509	hsa-mir-302f
HGLibA_24510	hsa-mir-302f
HGLibA_24511	hsa-mir-302f
HGLibA_24512	hsa-mir-3064
HGLibA_24513	hsa-mir-3064
HGLibA_24514	hsa-mir-3064
HGLibA_24515	hsa-mir-3064
HGLibA_24516	hsa-mir-3065
HGLibA_24517	hsa-mir-3065
HGLibA_24518	hsa-mir-3065
HGLibA_24519	hsa-mir-3065
HGLibA_24520	hsa-mir-3074
HGLibA_24521	hsa-mir-3074
HGLibA_24522	hsa-mir-3074
HGLibA_24523	hsa-mir-3074
HGLibA_24524	hsa-mir-30a
HGLibA_24525	hsa-mir-30a
HGLibA_24526	hsa-mir-30a
HGLibA_24527	hsa-mir-30a
HGLibA_24528	hsa-mir-30b
HGLibA_24529	hsa-mir-30b
HGLibA_24530	hsa-mir-30b
HGLibA_24531	hsa-mir-30b
HGLibA_24532	hsa-mir-30c-1
HGLibA_24533	hsa-mir-30c-1
HGLibA_24534	hsa-mir-30c-1
HGLibA_24535	hsa-mir-30c-1
HGLibA_24536	hsa-mir-30c-2
HGLibA_24537	hsa-mir-30c-2
HGLibA_24538	hsa-mir-30c-2
HGLibA_24539	hsa-mir-30c-2
HGLibA_24540	hsa-mir-30d
HGLibA_24541	hsa-mir-30d
HGLibA_24542	hsa-mir-30d
HGLibA_24543	hsa-mir-30d
HGLibA_24544	hsa-mir-30e
HGLibA_24545	hsa-mir-30e
HGLibA_24546	hsa-mir-30e
HGLibA_24547	hsa-mir-30e
HGLibA_24548	hsa-mir-31
HGLibA_24549	hsa-mir-31
HGLibA_24550	hsa-mir-31
HGLibA_24551	hsa-mir-31
HGLibA_24552	hsa-mir-3115
HGLibA_24553	hsa-mir-3115
HGLibA_24554	hsa-mir-3115
HGLibA_24555	hsa-mir-3115
HGLibA_24556	hsa-mir-3116-1
HGLibA_24557	hsa-mir-3116-1
HGLibA_24558	hsa-mir-3116-1
HGLibA_24559	hsa-mir-3116-1
HGLibA_24560	hsa-mir-3116-2
HGLibA_24561	hsa-mir-3116-2
HGLibA_24562	hsa-mir-3116-2
HGLibA_24563	hsa-mir-3116-2
HGLibA_24564	hsa-mir-3117
HGLibA_24565	hsa-mir-3117
HGLibA_24566	hsa-mir-3117
HGLibA_24567	hsa-mir-3117
HGLibA_24568	hsa-mir-3118-1
HGLibA_24569	hsa-mir-3118-2
HGLibA_24570	hsa-mir-3118-3
HGLibA_24571	hsa-mir-3118-4
HGLibA_24572	hsa-mir-3118-4
HGLibA_24573	hsa-mir-3118-5
HGLibA_24574	hsa-mir-3118-5
HGLibA_24575	hsa-mir-3118-6
HGLibA_24576	hsa-mir-3118-6
HGLibA_24577	hsa-mir-3119-1
HGLibA_24578	hsa-mir-3119-1
HGLibA_24579	hsa-mir-3119-1
HGLibA_24580	hsa-mir-3119-1
HGLibA_24581	hsa-mir-3119-2
HGLibA_24582	hsa-mir-3119-2
HGLibA_24583	hsa-mir-3119-2
HGLibA_24584	hsa-mir-3119-2
HGLibA_24585	hsa-mir-3120
HGLibA_24586	hsa-mir-3120
HGLibA_24587	hsa-mir-3120
HGLibA_24588	hsa-mir-3120
HGLibA_24589	hsa-mir-3121
HGLibA_24590	hsa-mir-3121
HGLibA_24591	hsa-mir-3121
HGLibA_24592	hsa-mir-3121
HGLibA_24593	hsa-mir-3122
HGLibA_24594	hsa-mir-3122
HGLibA_24595	hsa-mir-3122
HGLibA_24596	hsa-mir-3122
HGLibA_24597	hsa-mir-3123
HGLibA_24598	hsa-mir-3123
HGLibA_24599	hsa-mir-3123
HGLibA_24600	hsa-mir-3123
HGLibA_24601	hsa-mir-3124
HGLibA_24602	hsa-mir-3124
HGLibA_24603	hsa-mir-3124
HGLibA_24604	hsa-mir-3124
HGLibA_24605	hsa-mir-3125
HGLibA_24606	hsa-mir-3125
HGLibA_24607	hsa-mir-3125
HGLibA_24608	hsa-mir-3125
HGLibA_24609	hsa-mir-3126
HGLibA_24610	hsa-mir-3126
HGLibA_24611	hsa-mir-3126
HGLibA_24612	hsa-mir-3126
HGLibA_24613	hsa-mir-3127
HGLibA_24614	hsa-mir-3127
HGLibA_24615	hsa-mir-3127
HGLibA_24616	hsa-mir-3127
HGLibA_24617	hsa-mir-3128
HGLibA_24618	hsa-mir-3128
HGLibA_24619	hsa-mir-3128
HGLibA_24620	hsa-mir-3128
HGLibA_24621	hsa-mir-3129
HGLibA_24622	hsa-mir-3129
HGLibA_24623	hsa-mir-3129
HGLibA_24624	hsa-mir-3130-1
HGLibA_24625	hsa-mir-3130-1
HGLibA_24626	hsa-mir-3130-1
HGLibA_24627	hsa-mir-3130-1
HGLibA_24628	hsa-mir-3130-2
HGLibA_24629	hsa-mir-3130-2
HGLibA_24630	hsa-mir-3130-2
HGLibA_24631	hsa-mir-3130-2
HGLibA_24632	hsa-mir-3131
HGLibA_24633	hsa-mir-3131
HGLibA_24634	hsa-mir-3131
HGLibA_24635	hsa-mir-3131
HGLibA_24636	hsa-mir-3132
HGLibA_24637	hsa-mir-3132
HGLibA_24638	hsa-mir-3132
HGLibA_24639	hsa-mir-3132
HGLibA_24640	hsa-mir-3133
HGLibA_24641	hsa-mir-3133
HGLibA_24642	hsa-mir-3133
HGLibA_24643	hsa-mir-3134
HGLibA_24644	hsa-mir-3134
HGLibA_24645	hsa-mir-3134
HGLibA_24646	hsa-mir-3134
HGLibA_24647	hsa-mir-3135a
HGLibA_24648	hsa-mir-3135a
HGLibA_24649	hsa-mir-3135a
HGLibA_24650	hsa-mir-3135a
HGLibA_24651	hsa-mir-3135b
HGLibA_24652	hsa-mir-3135b
HGLibA_24653	hsa-mir-3135b
HGLibA_24654	hsa-mir-3135b
HGLibA_24655	hsa-mir-3136
HGLibA_24656	hsa-mir-3136
HGLibA_24657	hsa-mir-3136
HGLibA_24658	hsa-mir-3136
HGLibA_24659	hsa-mir-3137
HGLibA_24660	hsa-mir-3137
HGLibA_24661	hsa-mir-3137
HGLibA_24662	hsa-mir-3137
HGLibA_24663	hsa-mir-3138
HGLibA_24664	hsa-mir-3138
HGLibA_24665	hsa-mir-3138
HGLibA_24666	hsa-mir-3138
HGLibA_24667	hsa-mir-3139
HGLibA_24668	hsa-mir-3139
HGLibA_24669	hsa-mir-3139
HGLibA_24670	hsa-mir-3139
HGLibA_24671	hsa-mir-3140
HGLibA_24672	hsa-mir-3140
HGLibA_24673	hsa-mir-3140
HGLibA_24674	hsa-mir-3140
HGLibA_24675	hsa-mir-3141
HGLibA_24676	hsa-mir-3141
HGLibA_24677	hsa-mir-3141
HGLibA_24678	hsa-mir-3141
HGLibA_24679	hsa-mir-3142
HGLibA_24680	hsa-mir-3142
HGLibA_24681	hsa-mir-3142
HGLibA_24682	hsa-mir-3142
HGLibA_24683	hsa-mir-3143
HGLibA_24684	hsa-mir-3143
HGLibA_24685	hsa-mir-3143
HGLibA_24686	hsa-mir-3143
HGLibA_24687	hsa-mir-3144
HGLibA_24688	hsa-mir-3144
HGLibA_24689	hsa-mir-3144
HGLibA_24690	hsa-mir-3144
HGLibA_24691	hsa-mir-3145
HGLibA_24692	hsa-mir-3145
HGLibA_24693	hsa-mir-3145
HGLibA_24694	hsa-mir-3146
HGLibA_24695	hsa-mir-3146
HGLibA_24696	hsa-mir-3146
HGLibA_24697	hsa-mir-3146
HGLibA_24698	hsa-mir-3147
HGLibA_24699	hsa-mir-3147
HGLibA_24700	hsa-mir-3147
HGLibA_24701	hsa-mir-3147
HGLibA_24702	hsa-mir-3148
HGLibA_24703	hsa-mir-3148
HGLibA_24704	hsa-mir-3148
HGLibA_24705	hsa-mir-3148
HGLibA_24706	hsa-mir-3149
HGLibA_24707	hsa-mir-3149
HGLibA_24708	hsa-mir-3150a
HGLibA_24709	hsa-mir-3150a
HGLibA_24710	hsa-mir-3150a
HGLibA_24711	hsa-mir-3150a
HGLibA_24712	hsa-mir-3150b
HGLibA_24713	hsa-mir-3150b
HGLibA_24714	hsa-mir-3150b
HGLibA_24715	hsa-mir-3150b
HGLibA_24716	hsa-mir-3151
HGLibA_24717	hsa-mir-3151
HGLibA_24718	hsa-mir-3151
HGLibA_24719	hsa-mir-3151
HGLibA_24720	hsa-mir-3152
HGLibA_24721	hsa-mir-3152
HGLibA_24722	hsa-mir-3152
HGLibA_24723	hsa-mir-3152
HGLibA_24724	hsa-mir-3153
HGLibA_24725	hsa-mir-3153
HGLibA_24726	hsa-mir-3153
HGLibA_24727	hsa-mir-3153
HGLibA_24728	hsa-mir-3154
HGLibA_24729	hsa-mir-3154
HGLibA_24730	hsa-mir-3154
HGLibA_24731	hsa-mir-3154
HGLibA_24732	hsa-mir-3155a
HGLibA_24733	hsa-mir-3155a
HGLibA_24734	hsa-mir-3155a
HGLibA_24735	hsa-mir-3155a
HGLibA_24736	hsa-mir-3155b
HGLibA_24737	hsa-mir-3155b
HGLibA_24738	hsa-mir-3155b
HGLibA_24739	hsa-mir-3155b
HGLibA_24740	hsa-mir-3156-1
HGLibA_24741	hsa-mir-3156-1
HGLibA_24742	hsa-mir-3156-1
HGLibA_24743	hsa-mir-3156-1
HGLibA_24744	hsa-mir-3156-2
HGLibA_24745	hsa-mir-3156-2
HGLibA_24746	hsa-mir-3156-2
HGLibA_24747	hsa-mir-3156-2
HGLibA_24748	hsa-mir-3156-3
HGLibA_24749	hsa-mir-3156-3
HGLibA_24750	hsa-mir-3156-3
HGLibA_24751	hsa-mir-3156-3
HGLibA_24752	hsa-mir-3157
HGLibA_24753	hsa-mir-3157
HGLibA_24754	hsa-mir-3157
HGLibA_24755	hsa-mir-3157
HGLibA_24756	hsa-mir-3158-1
HGLibA_24757	hsa-mir-3158-1
HGLibA_24758	hsa-mir-3158-1
HGLibA_24759	hsa-mir-3158-1
HGLibA_24760	hsa-mir-3158-2
HGLibA_24761	hsa-mir-3158-2
HGLibA_24762	hsa-mir-3158-2
HGLibA_24763	hsa-mir-3158-2
HGLibA_24764	hsa-mir-3159
HGLibA_24765	hsa-mir-3159
HGLibA_24766	hsa-mir-3159
HGLibA_24767	hsa-mir-3159
HGLibA_24768	hsa-mir-3160-1
HGLibA_24769	hsa-mir-3160-1
HGLibA_24770	hsa-mir-3160-1
HGLibA_24771	hsa-mir-3160-1
HGLibA_24772	hsa-mir-3160-2
HGLibA_24773	hsa-mir-3160-2
HGLibA_24774	hsa-mir-3160-2
HGLibA_24775	hsa-mir-3160-2
HGLibA_24776	hsa-mir-3161
HGLibA_24777	hsa-mir-3161
HGLibA_24778	hsa-mir-3161
HGLibA_24779	hsa-mir-3161
HGLibA_24780	hsa-mir-3162
HGLibA_24781	hsa-mir-3162
HGLibA_24782	hsa-mir-3162
HGLibA_24783	hsa-mir-3162
HGLibA_24784	hsa-mir-3163
HGLibA_24785	hsa-mir-3163
HGLibA_24786	hsa-mir-3163
HGLibA_24787	hsa-mir-3163
HGLibA_24788	hsa-mir-3164
HGLibA_24789	hsa-mir-3164
HGLibA_24790	hsa-mir-3164
HGLibA_24791	hsa-mir-3164
HGLibA_24792	hsa-mir-3165
HGLibA_24793	hsa-mir-3165
HGLibA_24794	hsa-mir-3165
HGLibA_24795	hsa-mir-3165
HGLibA_24796	hsa-mir-3166
HGLibA_24797	hsa-mir-3166
HGLibA_24798	hsa-mir-3166
HGLibA_24799	hsa-mir-3166
HGLibA_24800	hsa-mir-3167
HGLibA_24801	hsa-mir-3167
HGLibA_24802	hsa-mir-3167
HGLibA_24803	hsa-mir-3167
HGLibA_24804	hsa-mir-3168
HGLibA_24805	hsa-mir-3168
HGLibA_24806	hsa-mir-3168
HGLibA_24807	hsa-mir-3168
HGLibA_24808	hsa-mir-3169
HGLibA_24809	hsa-mir-3169
HGLibA_24810	hsa-mir-3169
HGLibA_24811	hsa-mir-3169
HGLibA_24812	hsa-mir-3170
HGLibA_24813	hsa-mir-3170
HGLibA_24814	hsa-mir-3170
HGLibA_24815	hsa-mir-3170
HGLibA_24816	hsa-mir-3171
HGLibA_24817	hsa-mir-3171
HGLibA_24818	hsa-mir-3173
HGLibA_24819	hsa-mir-3173
HGLibA_24820	hsa-mir-3173
HGLibA_24821	hsa-mir-3173
HGLibA_24822	hsa-mir-3174
HGLibA_24823	hsa-mir-3174
HGLibA_24824	hsa-mir-3174
HGLibA_24825	hsa-mir-3174
HGLibA_24826	hsa-mir-3175
HGLibA_24827	hsa-mir-3175
HGLibA_24828	hsa-mir-3175
HGLibA_24829	hsa-mir-3175
HGLibA_24830	hsa-mir-3176
HGLibA_24831	hsa-mir-3176
HGLibA_24832	hsa-mir-3176
HGLibA_24833	hsa-mir-3176
HGLibA_24834	hsa-mir-3177
HGLibA_24835	hsa-mir-3177
HGLibA_24836	hsa-mir-3177
HGLibA_24837	hsa-mir-3177
HGLibA_24838	hsa-mir-3178
HGLibA_24839	hsa-mir-3178
HGLibA_24840	hsa-mir-3178
HGLibA_24841	hsa-mir-3178
HGLibA_24842	hsa-mir-3179-1
HGLibA_24843	hsa-mir-3179-1
HGLibA_24844	hsa-mir-3179-1
HGLibA_24845	hsa-mir-3179-1
HGLibA_24846	hsa-mir-3179-2
HGLibA_24847	hsa-mir-3179-2
HGLibA_24848	hsa-mir-3179-2
HGLibA_24849	hsa-mir-3179-2
HGLibA_24850	hsa-mir-3179-3
HGLibA_24851	hsa-mir-3179-3
HGLibA_24852	hsa-mir-3179-3
HGLibA_24853	hsa-mir-3179-3
HGLibA_24854	hsa-mir-3180-1
HGLibA_24855	hsa-mir-3180-1
HGLibA_24856	hsa-mir-3180-1
HGLibA_24857	hsa-mir-3180-1
HGLibA_24858	hsa-mir-3180-2
HGLibA_24859	hsa-mir-3180-2
HGLibA_24860	hsa-mir-3180-2
HGLibA_24861	hsa-mir-3180-2
HGLibA_24862	hsa-mir-3180-3
HGLibA_24863	hsa-mir-3180-3
HGLibA_24864	hsa-mir-3180-3
HGLibA_24865	hsa-mir-3180-3
HGLibA_24866	hsa-mir-3180-4
HGLibA_24867	hsa-mir-3180-4
HGLibA_24868	hsa-mir-3180-4
HGLibA_24869	hsa-mir-3180-4
HGLibA_24870	hsa-mir-3180-5
HGLibA_24871	hsa-mir-3180-5
HGLibA_24872	hsa-mir-3180-5
HGLibA_24873	hsa-mir-3180-5
HGLibA_24874	hsa-mir-3181
HGLibA_24875	hsa-mir-3181
HGLibA_24876	hsa-mir-3181
HGLibA_24877	hsa-mir-3181
HGLibA_24878	hsa-mir-3182
HGLibA_24879	hsa-mir-3182
HGLibA_24880	hsa-mir-3182
HGLibA_24881	hsa-mir-3182
HGLibA_24882	hsa-mir-3183
HGLibA_24883	hsa-mir-3183
HGLibA_24884	hsa-mir-3183
HGLibA_24885	hsa-mir-3183
HGLibA_24886	hsa-mir-3184
HGLibA_24887	hsa-mir-3184
HGLibA_24888	hsa-mir-3184
HGLibA_24889	hsa-mir-3184
HGLibA_24890	hsa-mir-3185
HGLibA_24891	hsa-mir-3185
HGLibA_24892	hsa-mir-3185
HGLibA_24893	hsa-mir-3185
HGLibA_24894	hsa-mir-3186
HGLibA_24895	hsa-mir-3186
HGLibA_24896	hsa-mir-3186
HGLibA_24897	hsa-mir-3186
HGLibA_24898	hsa-mir-3187
HGLibA_24899	hsa-mir-3187
HGLibA_24900	hsa-mir-3187
HGLibA_24901	hsa-mir-3187
HGLibA_24902	hsa-mir-3188
HGLibA_24903	hsa-mir-3188
HGLibA_24904	hsa-mir-3188
HGLibA_24905	hsa-mir-3188
HGLibA_24906	hsa-mir-3189
HGLibA_24907	hsa-mir-3189
HGLibA_24908	hsa-mir-3189
HGLibA_24909	hsa-mir-3189
HGLibA_24910	hsa-mir-3190
HGLibA_24911	hsa-mir-3190
HGLibA_24912	hsa-mir-3190
HGLibA_24913	hsa-mir-3190
HGLibA_24914	hsa-mir-3191
HGLibA_24915	hsa-mir-3191
HGLibA_24916	hsa-mir-3191
HGLibA_24917	hsa-mir-3191
HGLibA_24918	hsa-mir-3192
HGLibA_24919	hsa-mir-3192
HGLibA_24920	hsa-mir-3192
HGLibA_24921	hsa-mir-3192
HGLibA_24922	hsa-mir-3193
HGLibA_24923	hsa-mir-3193
HGLibA_24924	hsa-mir-3193
HGLibA_24925	hsa-mir-3193
HGLibA_24926	hsa-mir-3194
HGLibA_24927	hsa-mir-3194
HGLibA_24928	hsa-mir-3194
HGLibA_24929	hsa-mir-3194
HGLibA_24930	hsa-mir-3195
HGLibA_24931	hsa-mir-3195
HGLibA_24932	hsa-mir-3195
HGLibA_24933	hsa-mir-3195
HGLibA_24934	hsa-mir-3196
HGLibA_24935	hsa-mir-3196
HGLibA_24936	hsa-mir-3196
HGLibA_24937	hsa-mir-3196
HGLibA_24938	hsa-mir-3197
HGLibA_24939	hsa-mir-3197
HGLibA_24940	hsa-mir-3197
HGLibA_24941	hsa-mir-3197
HGLibA_24942	hsa-mir-3198-1
HGLibA_24943	hsa-mir-3198-1
HGLibA_24944	hsa-mir-3198-1
HGLibA_24945	hsa-mir-3198-1
HGLibA_24946	hsa-mir-3198-2
HGLibA_24947	hsa-mir-3198-2
HGLibA_24948	hsa-mir-3198-2
HGLibA_24949	hsa-mir-3198-2
HGLibA_24950	hsa-mir-3199-1
HGLibA_24951	hsa-mir-3199-1
HGLibA_24952	hsa-mir-3199-1
HGLibA_24953	hsa-mir-3199-1
HGLibA_24954	hsa-mir-3199-2
HGLibA_24955	hsa-mir-3199-2
HGLibA_24956	hsa-mir-3199-2
HGLibA_24957	hsa-mir-3199-2
HGLibA_24958	hsa-mir-32
HGLibA_24959	hsa-mir-32
HGLibA_24960	hsa-mir-3200
HGLibA_24961	hsa-mir-3200
HGLibA_24962	hsa-mir-3200
HGLibA_24963	hsa-mir-3200
HGLibA_24964	hsa-mir-3201
HGLibA_24965	hsa-mir-3201
HGLibA_24966	hsa-mir-3201
HGLibA_24967	hsa-mir-3201
HGLibA_24968	hsa-mir-3202-1
HGLibA_24969	hsa-mir-3202-1
HGLibA_24970	hsa-mir-3202-1
HGLibA_24971	hsa-mir-3202-1
HGLibA_24972	hsa-mir-3202-2
HGLibA_24973	hsa-mir-3202-2
HGLibA_24974	hsa-mir-3202-2
HGLibA_24975	hsa-mir-3202-2
HGLibA_24976	hsa-mir-320a
HGLibA_24977	hsa-mir-320a
HGLibA_24978	hsa-mir-320a
HGLibA_24979	hsa-mir-320a
HGLibA_24980	hsa-mir-320b-1
HGLibA_24981	hsa-mir-320b-1
HGLibA_24982	hsa-mir-320b-1
HGLibA_24983	hsa-mir-320b-1
HGLibA_24984	hsa-mir-320b-2
HGLibA_24985	hsa-mir-320b-2
HGLibA_24986	hsa-mir-320b-2
